0,1,2,3,4,5,6,7,8,9,10
"[0.8516964660671227, 2.5381089529314167]","[-1.0545828672161832, 1.8836889334901992]","[-0.6120177458317365, 0.772672676972849]","[-1.72584017908368, 0.01668302052472237]","[-1.4442580949182564, 2.414091420412081]","[-0.2172860093270893, 1.6632968890233224]","[1.3575487580907708, 2.4808745115058404]","[-1.3025734879596087, 0.3547687808743252]","[-1.2740436883040127, 2.011378727898329]","[0.3287341752519224, 1.8994442319352183]","[0.4479278695006923, 2.326389349141028]"
"[-0.0620678788917, 2.3308497253626217]","[-1.1343428098939292, 1.089617831691388]","[-1.903740493650988, 2.0]","[-0.6368457766688038, 1.1981527762798745]","[-1.2234338633734332, 1.6133727429246627]","[-1.0296393991067236, 2.1180293052150105]","[-0.5313344928019706, 1.341451659091497]","[-1.890105597825969, 7.0]","[-1.3382560823587877, 0.15561786811541578]","[-0.807370784878109, 0.5655294403000763]","[-1.8886365873419335, 10.0]"
"[-0.6609227962528901, 1.2054660164729825]","[-1.8959374607576165, 1.860923845132794]","[-1.4341215026105223, 0.8997960464160811]","[-1.3578454427315223, 1.1908253742350294]","[-0.7083814614116054, 1.6637489733337376]","[-0.3831616921653115, 2.273417168473623]","[-1.062781436931559, 2.015745082167153]","[-1.890105597825969, 7.0]","[-0.0284756081946353, 1.1230147966260646]","[-1.8708523255393112, 9.0]","[0.8370704838428044, 2.08093956420975]"
"[-1.8773369788574752, 1.916942970196784]","[-1.210040323665218, 1.974853452290074]","[-1.2669287466565824, 0.33829568842685254]","[-1.883187343131268, 3.0]","[1.0874034442463172, 2.690574872369167]","[0.0817620251701898, 1.2760736007601918]","[0.5413875290554767, 1.6092908881650079]","[1.0500698397891677, 2.764973596076172]","[-0.8721210633621624, 1.7908953393020095]","[-0.8673660327711107, 0.8598803512280059]","[-0.8807590339567437, 1.9930827410549976]"
"[-0.3761281207115009, 1.9564410011824136]","[-1.1340331484180943, 2.5755077635581896]","[-1.903740493650988, 2.0]","[0.2185525792726183, 1.6737227901572842]","[-0.030439268447936, 1.1149312447304056]","[-0.6665417400986369, 0.3757552271977057]","[-1.2774488292200024, -0.1640651859707103]","[-1.3203264462592537, -0.024560488907246603]","[-1.7762859155738524, 0.5444418140849179]","[-1.7105281799880991, 0.13247013258355778]","[-0.6920940171132686, 2.579482586714398]"
"[-1.4434164939011305, 1.0885618887334765]","[-0.5068601416769868, 1.812703296614472]","[-0.2002518326443659, 0.904090480000644]","[-1.7720317062761544, 1.9140457608892887]","[1.6468754664157914, 2.7663132507609216]","[-1.8983699700603205, 5.0]","[-0.8575875051625079, 2.12848151644845]","[-1.890105597825969, 7.0]","[-1.8770450581862477, 8.0]","[-1.3366955793886468, 1.4379873216112018]","[-1.8886365873419335, 10.0]"
"[-1.5304685702460528, 0.45028568722671747]","[-0.8829421653540374, 2.196283601925171]","[0.1085852072602644, 1.5184162297307138]","[-0.785725792044596, 1.6706988344978855]","[1.0322061954919035, 2.2876198566125]","[-1.0096810925186717, 1.9618332355461996]","[-0.655607119599429, 1.7249662104338395]","[-0.7876054028251538, 1.8617749941912005]","[-0.6177695907589343, 1.283875250743078]","[-0.9099850401665712, 1.6528125866850698]","[0.1676831274613671, 1.7646921079361266]"
"[-0.9944329811567574, 1.4272831932665198]","[-0.7832842965002638, 0.3204786843141767]","[-1.0500476727910268, 1.3726854678413094]","[-0.7081926334415561, 1.8150549264009015]","[-0.9509686624956232, 0.5118670260441043]","[0.98054338608198, 2.00426123688276]","[-1.891391774852884, 6.0]","[-0.5800776828365573, 2.103378644317135]","[-1.3706591938456447, 1.9682084894956753]","[-1.0579267810396755, 0.8633621632494355]","[-1.526099930690986, 0.6865842000179447]"
"[-1.017941665683339, 2.2104799287657597]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-0.8917356458197729, 0.5078643032843981]","[0.2632186559805279, 1.5947077577251698]","[-1.2296257688991532, 1.6317052089722497]","[-1.7738056470640478, 0.4866764784081611]","[-0.3499229667039303, 1.9914563654299418]","[-1.8770450581862477, 8.0]","[-1.424483290599289, 2.125688843160264]","[-0.94991009798113, 1.936392215132292]"
"[-1.296878778494802, 1.005461197989311]","[-1.822756974995222, 1.481261170642074]","[-0.5591399680682665, 1.8863497657518415]","[-1.0768693888432954, 2.1805942281750728]","[-1.878924958092792, 4.0]","[-1.1373156063369791, -0.07214699297797966]","[-1.5152957640267788, 2.687740483079175]","[-0.760315986784597, 2.0191846664073942]","[-0.8504739693093868, 0.6107483628226912]","[-1.6643713761489107, 2.820991900240632]","[-1.8886365873419335, 10.0]"
"[-0.8353614519354724, 2.575080061804349]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-1.0169597435573274, 0.8446742479450964]","[-1.878924958092792, 4.0]","[-0.4411238984746753, 2.1870966743481954]","[0.1407247804122371, 2.224270377421753]","[-1.890105597825969, 7.0]","[-0.7422915061946307, 1.7339082621042985]","[-0.5608204601645412, 1.6505303922127657]","[-0.6249095527536296, 0.7562104954011267]"
"[-0.66531670166412, 1.3695920438789844]","[-0.4600270114123649, 0.9862083302873899]","[-0.7845114410761311, 1.541396314191371]","[0.2586853291691897, 1.3431708943448841]","[-0.6055868622514987, 1.5117905621268855]","[0.5835983361641437, 1.6844723702873263]","[-1.6642050391619767, 2.0533121299518777]","[-1.4328022147292905, 2.588450004845859]","[-1.2523469273106786, 2.011880184991158]","[0.1793855284266811, 2.7451984094278856]","[-0.3822905555705848, 1.8338463087473929]"
"[-1.2351555638584193, 0.1143136989226945]","[-1.8959374607576165, 1.860923845132794]","[0.3556313682352565, 2.289970881028111]","[-1.3627461843788298, 2.074665209952929]","[-1.3055328580998955, 2.6104496703732822]","[-0.7445538899180282, 1.6937858359272968]","[0.0309388389029765, 2.067658735225945]","[0.4110034228966744, 2.3978830721728497]","[1.2784923246787605, 2.4184134139873574]","[0.3377617933745603, 1.5690237573110297]","[-1.8886365873419335, 10.0]"
"[-1.3545287356767968, 0.14919338458741038]","[-1.4738030143654586, 2.7606722128312735]","[-0.6592031749977141, 0.4241233600627441]","[-1.883187343131268, 3.0]","[-1.4540155899266016, 2.578751526910846]","[-1.8983699700603205, 5.0]","[-1.891391774852884, 6.0]","[0.2906752141161938, 1.354444198027952]","[-1.8770450581862477, 8.0]","[0.6911221034353355, 1.8506920261040256]","[-1.6845296899076925, 0.8342193020498458]"
"[-1.7119242042928695, 2.0786600934263766]","[0.9931767028105324, 2.7204920990119126]","[-1.2715291113425584, 1.6975474645149589]","[-0.2061930402300531, 1.0703716452977585]","[-1.4599153847809123, 1.158156074576159]","[-0.0764902757064358, 2.2207490945362824]","[-1.388788331821228, -0.38046836532021655]","[-1.1408198903997266, 1.8817284689805054]","[-1.388260159414636, 1.7578135283756722]","[-1.0725076710438732, 0.8086654778052199]","[-1.6095946868058726, 1.8861878327421204]"
"[-1.8773369788574752, 1.916942970196784]","[-1.8959374607576165, 1.860923845132794]","[-0.2308410771566756, 2.451232711505625]","[-1.4577527512027786, 1.4842322434636914]","[-1.5998300666326373, 0.12147345700865742]","[-1.8983699700603205, 5.0]","[1.2706505452723842, 2.676961878971576]","[-1.6324331277479358, 0.38962988954344924]","[-1.541159743968858, 1.9389469905310883]","[-0.177984799058012, 1.4841802090789022]","[-1.8886365873419335, 10.0]"
"[-1.2070916092430322, -0.0894108094354924]","[0.0135021714228786, 1.7518503851249112]","[0.2906438713536043, 1.2913364220990071]","[-0.0339566815058548, 2.2529141343139734]","[0.0377008590105767, 1.864610878969962]","[0.500931824555261, 1.577954400060966]","[0.2284610947439849, 1.4501312902278594]","[-1.0321435342840637, 1.119311541241937]","[-0.9296495757064188, 0.4350028287896509]","[-0.8640067887260049, 0.29432716515250323]","[-0.7220008484584681, 1.8586256451653433]"
"[0.868009006153343, 2.6084414680076065]","[-1.6312997321428846, 1.138265986747843]","[0.2233196002354019, 1.8483240345343397]","[0.6900444864884819, 2.5819977992971284]","[-1.6161116721170636, 1.08062693059884]","[-1.2423202089077154, 0.5920596362905202]","[-1.4060413485941057, 2.300966854468074]","[0.9717357326757876, 2.631369509787742]","[-0.0875333727390794, 1.588037928081178]","[-1.5097966572974213, -0.23746465528123517]","[-1.4896156867459636, 1.5826669182934143]"
"[-1.8773369788574752, 1.916942970196784]","[-1.8959374607576165, 1.860923845132794]","[-1.09060048913146, 2.3130769725999385]","[-0.1435370997390557, 2.508089628937154]","[-1.1506257339601207, 2.124779729792643]","[-0.6451539934124253, 1.3006653998178113]","[-1.891391774852884, 6.0]","[-0.1293532545582964, 1.4628124295706657]","[-1.690080612559828, 1.6425739971935913]","[-1.0391651191550604, 1.3435900352274703]","[0.6309138290888018, 1.7725373602552936]"
"[-0.3252525012542063, 1.2654602563455217]","[-1.5444280484683628, 0.44435889814885776]","[-0.874028551136221, 2.3886614448363215]","[0.8727270733640954, 2.2191967395838548]","[-1.4543316755293387, 1.6679313819254817]","[-1.7042505841058366, 2.395486917765027]","[-1.891391774852884, 6.0]","[0.1727653079440593, 2.4916422406537224]","[-1.463297107122512, 2.345953054665319]","[-1.3640033214636993, 0.6663789775541376]","[-0.1097630635752044, 1.2599940296341965]"
"[-0.435209775007338, 0.7223546143729827]","[-1.8959374607576165, 1.860923845132794]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-1.3662365673290258, 1.7148691107902545]","[-0.5860333233431461, 0.8545547347348906]","[-1.6472234154973877, -0.4974912177030697]","[0.8562758438581188, 2.039258662289011]","[-1.8770450581862477, 8.0]","[0.727592552569189, 2.220420415116916]","[-1.3772879457926483, 0.7004673895182401]"
"[-1.8773369788574752, 1.916942970196784]","[-0.9399628712747778, 1.452947996210154]","[-1.5364608237391943, 2.1650735678973154]","[-0.2048195266952851, 1.940165249435714]","[0.5547344756311778, 2.209510464472487]","[-1.6510633500031415, 0.8310306040277665]","[-1.891391774852884, 6.0]","[-0.3642944905883348, 0.7117060867542853]","[0.9226577188624344, 2.3763347912719475]","[0.9131269921442704, 2.4255017146730697]","[-1.4937799118308484, 1.2908524048036618]"
"[-1.5800559699449317, 0.5296368518534849]","[0.6465629201456661, 2.1975670545138044]","[-1.6370989571784118, 2.477161058360415]","[-1.6217531503635496, 1.5384090459732929]","[-0.6136019701540829, 1.1689142065885725]","[-1.4563625744773356, 2.1263333121419503]","[-1.6727138432077735, 2.281827692600446]","[-0.1569057539091543, 2.132707289793987]","[0.0893817798028078, 1.2312023478675074]","[-0.3843041152117603, 2.7789105158370413]","[1.0116249431505389, 2.021185383295087]"
"[1.305408163523835, 2.541575077023185]","[-0.2437920305415879, 1.0434021636860087]","[-1.2331910404035131, 1.5316670267571593]","[-1.0735052178077789, 1.1978669742629808]","[0.617228844014238, 1.6263060909879494]","[-0.7771894200982602, 0.9405341496096303]","[-1.2212466408634977, 2.5135395890782393]","[-0.8750216880300998, 2.195472611604484]","[-0.3383759651905076, 2.5794478742898574]","[0.310252119734263, 2.5812901842727323]","[0.0949363037245129, 1.860770345484399]"
"[-1.5398906717882177, 2.4752598966729753]","[-1.128082947151266, 1.9257711953090628]","[-0.9159507984058868, 2.024614515290181]","[-1.5651354208921144, 0.3307926766481585]","[-0.8454234753950849, 1.4389388070888405]","[-1.5199473076423171, -0.3147860914486258]","[-0.8092968199138258, 0.3288476299385509]","[-0.5814927205868909, 0.8358725357657927]","[-1.8770450581862477, 8.0]","[-1.1820978627917738, 1.2759875655114221]","[-0.5070613044640783, 1.7716252913065096]"
"[-1.0916090079439162, 0.21319804541240117]","[-1.299565123653235, -0.048956092745986224]","[-1.108498199636607, 0.5132267026576365]","[0.3746635032244055, 2.0679681263296117]","[-1.1835936929197728, 0.14762824467833469]","[-1.562851901634026, 1.1880536612679469]","[-1.1138735583625696, 0.6476135576568002]","[-1.890105597825969, 7.0]","[0.7071071368780154, 2.420591107100708]","[-1.8708523255393112, 9.0]","[-0.2403538914262702, 2.221265516070598]"
"[0.6794049317583037, 2.6230782686171654]","[-1.8959374607576165, 1.860923845132794]","[-1.0473582193103008, 0.7559015163712401]","[-0.2633269959367099, 0.7507788032035653]","[-0.7799940598696785, 2.1926880197534566]","[0.3447744984138769, 2.3947298404575266]","[-0.5740733140918067, 1.6268560117580577]","[-1.890105597825969, 7.0]","[-0.3138151769532529, 1.1088883524128463]","[-1.8313543502101983, -0.21558404742305082]","[-1.4412898843919917, 2.036524273636985]"
"[-1.2589399279370288, 0.5409502601776279]","[-1.4279428825311602, 0.3260635942091106]","[-1.5562003766494157, 1.4374966245347975]","[-0.5107216369476475, 1.1472899674640689]","[0.1948155221151761, 2.055774080919706]","[-1.1772375951794103, 1.5974452255586298]","[0.5997236374314144, 1.6247842166200543]","[0.0595726432883592, 2.0982230829691932]","[-1.492735194058477, 2.7847329791898403]","[-0.8066212016450408, 2.8436814518457743]","[-1.809027196209887, 0.7117656298113042]"
"[-1.4797223396099357, -0.043662650645547085]","[-1.8959374607576165, 1.860923845132794]","[-0.6744802463243279, 0.4669110840536701]","[-0.8213302377227493, 0.4896586760406555]","[-1.5496813920044736, 2.618443982182904]","[-0.63064114385164, 0.6975683533445687]","[0.9770655557809852, 2.722876461117007]","[-0.8991083215190332, 2.288085658097703]","[-1.266862444464671, 1.8340223900866075]","[-1.8708523255393112, 9.0]","[0.6045005967246777, 1.6677921345742355]"
"[0.2196092903242305, 1.3082867256077968]","[-0.710732747549345, 1.3655003658661868]","[0.3104503618823515, 1.9656711819535424]","[-0.7137153663618825, 2.1780068550992526]","[-1.1789491181969654, 0.5464765098715094]","[-1.0884592988628847, 2.72379883391244]","[-1.2987426021142303, 1.4493312478062828]","[-1.1867216161590208, 2.5416325688243226]","[-1.4694221165118202, 1.4120446292420512]","[-1.0615790081109473, 0.26548376708030486]","[0.8440453750340924, 2.3138974627096616]"
"[-1.8773369788574752, 1.916942970196784]","[-0.6924157743305605, 1.7788774975038106]","[-0.3735266802286403, 2.2744474971238438]","[-0.6509442005174781, 0.4359409324951987]","[-0.9752664639713662, 0.09067226676331674]","[-1.087147535695045, 1.916905144224284]","[0.7099447835566433, 1.7245724308719765]","[-1.1352997092587993, 1.015713887261759]","[-1.1103283061013514, -0.012463428200699234]","[-1.8708523255393112, 9.0]","[-1.54714541898821, 2.026369007701275]"
"[-0.4045719978251297, 1.8470699595095186]","[-0.0026148102154296, 1.2639475695321156]","[-1.903740493650988, 2.0]","[-1.883187343131268, 3.0]","[-0.486277727430477, 1.5337968585329111]","[-1.034210659921959, 1.1922675521566573]","[-0.2872362801025503, 1.3179748478272264]","[0.0673227468523577, 2.7386392022960475]","[-0.685606559495787, 1.455614460850143]","[-0.9776102300873236, 1.2866185370175316]","[-1.126498201915708, 1.788254092476813]"
"[1.3695916023980692, 2.570435164487546]","[-1.1212056826835035, 1.2482914245759145]","[-1.5691573851473417, 2.3300413775178406]","[0.9939074323753572, 2.0000725288845898]","[-1.878924958092792, 4.0]","[-0.1955159673742964, 1.393361170073091]","[0.3506276195581209, 2.234200366719672]","[-0.0192633235270916, 2.057037303114266]","[-1.8770450581862477, 8.0]","[-1.2559809062875784, 2.204066573210811]","[0.306739265326152, 2.4642108221438317]"
"[-1.1937266161076376, 0.7401340288857043]","[-0.6955606097210868, 2.634511634734512]","[-0.3933782360006037, 1.8989859261398678]","[-1.0066104988648503, 1.0953966494154976]","[0.4563498075389025, 1.5724403623062022]","[-1.3292441763769185, 1.7295372390679618]","[-1.656273236639667, 0.5281647463138281]","[-1.890105597825969, 7.0]","[-1.0667982878316626, 2.0235681668941763]","[-0.8498644448869409, 0.3130307764500865]","[-1.8886365873419335, 10.0]"
"[-1.0478210226669622, 0.607557679315134]","[-0.335617231965981, 2.6988217216301993]","[0.0570269167582803, 1.0792284672159558]","[-1.883187343131268, 3.0]","[-1.4759076197148602, 1.791233935066187]","[-1.8983699700603205, 5.0]","[1.0971805770107346, 2.1053596089154176]","[-0.613908556389264, 0.7048536567644297]","[-1.8770450581862477, 8.0]","[-1.0573422726764858, 0.7399035540085819]","[-1.3929803446078808, 0.33194822028371973]"
"[-1.2841109936596868, 1.7758710404937996]","[0.8644284368620604, 1.9828326120681279]","[-1.2904149748672482, 1.4105168295532664]","[-1.413782440677837, 0.9947229643037344]","[-1.4020690013104422, 2.4532016938259202]","[-0.187477913168436, 1.4892028580242347]","[0.1740040793796473, 1.4411010735920873]","[-1.7191589101336635, 2.421528303936072]","[-1.4963637355040669, 2.176932552795604]","[-1.4090507626569773, 0.011738435479381026]","[-0.2139871355765063, 1.9150696344571028]"
"[-1.0670960296867669, 2.5801503370275523]","[-1.3662725798148112, 1.4358934162677632]","[-1.8038312758285275, 1.4334050002154382]","[-1.466568241169681, 0.1912304898690501]","[-1.553573548612328, -0.050249554325466406]","[0.1010338094237111, 1.9582976689951619]","[-1.891391774852884, 6.0]","[-0.796857864234436, 1.3470187021987625]","[0.1025872553112258, 2.0096965168496315]","[-1.6261918311589816, 0.7122111068983303]","[0.8633181838623996, 2.3215118670597255]"
"[-0.3352322947011869, 1.3858697153170523]","[-1.2895582199725135, 0.9254452883479765]","[-1.903740493650988, 2.0]","[-1.4973312810355677, 1.7136027575032553]","[-1.878924958092792, 4.0]","[-1.4103672549766773, -0.22661292031434144]","[-1.891391774852884, 6.0]","[-0.3651268669327532, 1.366179240101187]","[0.7721964476773131, 2.0342420403750996]","[0.8962959673903315, 2.179716934787451]","[-1.8886365873419335, 10.0]"
"[-1.0897378339860435, 2.7532457110836863]","[-1.7791702285003774, -0.10012730347693011]","[-0.108778339745347, 1.9436990163402024]","[-1.6648037598098446, 2.0169690736577257]","[0.4787767036324108, 1.9295112159944616]","[0.2707777456974866, 1.7440349642083102]","[-1.891391774852884, 6.0]","[-0.3549027154900832, 0.7479555823895723]","[-1.8770450581862477, 8.0]","[-1.4551351364637326, 1.0206931776252448]","[-1.1015595482811862, 1.2156677354878225]"
